Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
D1386_01N_B2470,Krokodil River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,23.30,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,10.00,750.00,L,7500.00,2,4,4,53.00,3
D1386_01N_B2470,Krokodil River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,23.30,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U1,4.00,630.00,m,2520.00,3,4,9,357.00,1
D1386_01N_B2470,Krokodil River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,23.30,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U1,3.00,630.00,No,1890.00,3,4,9,476.00,1
D1386_01N_B2470,Krokodil River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,23.30,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,4.00,3100.00,No,12400.00,1,1,1,8.00,3
D1321_01N_B483,Road D1321 over river,Bridge,Bridge,10/4/2012,01N,D1321,2.00,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,40.00,3100.00,m,124000.00,3,4,9,7.00,3
D1321_01N_B483,Road D1321 over river,Bridge,Bridge,10/4/2012,01N,D1321,2.00,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,5.00,750.00,L,3750.00,1,1,4,107.00,2
D1321_01N_B483,Road D1321 over river,Bridge,Bridge,10/4/2012,01N,D1321,2.00,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,40.00,950.00,m2,38000.00,3,4,4,11.00,3
D1321_01N_B483,Road D1321 over river,Bridge,Bridge,10/4/2012,01N,D1321,2.00,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,9.00,750.00,m,6750.00,1,1,4,59.00,3
D1321_01N_B483,Road D1321 over river,Bridge,Bridge,10/4/2012,01N,D1321,2.00,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,20.00,750.00,L,15000.00,1,1,4,27.00,3
D1321_01N_B483,Road D1321 over river,Bridge,Bridge,10/4/2012,01N,D1321,2.00,6/30/2022,03. Waterway, 207. Clear debris,AS,40.00,750.00,m3,30000.00,3,4,4,13.00,3
D1017_01N_B2443,Bridge 2443,Bridge,Bridge Cellular,10/20/2012,01N,D1017,14.30,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),"C2,C3",6.00,1080.00,No,6480.00,1,1,0,0.00,3
D1027_01N_IDC2756,Culvert New Lanseria (Route D1027 at km 10.38),Major Culvert,Culvert Major,10/29/2012,01N,D1027,10.38,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,60.00,950.00,m,57000.00,1,1,4,7.00,3
D1027_01N_IDC2756,Culvert New Lanseria (Route D1027 at km 10.38),Major Culvert,Culvert Major,10/29/2012,01N,D1027,10.38,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",BE,10.00,630.00,m,6300.00,1,1,4,63.00,3
D1188_01N_IDC1562,unknown,Major Culvert,Culvert Major,10/23/2012,01N,D1188,4.05,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C1,10.00,750.00,L,7500.00,1,1,1,13.00,3
D1520_01N_IDC0750,D1520-02,Major Culvert,Culvert Major,10/17/2012,01N,D1520,9.30,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),E2,3.00,12270.00,m3,36810.00,3,4,4,11.00,3
D1520_01N_IDC0750,D1520-02,Major Culvert,Culvert Major,10/17/2012,01N,D1520,9.30,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C2,0.00,750.00,L,0.00,0,0,1,9999999.00,1
D1520_01N_IDC0750,D1520-02,Major Culvert,Culvert Major,10/17/2012,01N,D1520,9.30,6/30/2022,11. Top Slab, 118. Repair spall (including honeycombing),C2,30.00,750.00,L,22500.00,3,4,1,4.00,3
D1017_01N_IDC1460,Drainage,Major Culvert,Culvert Major,10/20/2012,01N,D1017,16.30,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),"C1,C2",30.00,750.00,L,22500.00,1,1,1,4.00,3
D1017_01N_IDC1460,Drainage,Major Culvert,Culvert Major,10/20/2012,01N,D1017,16.30,6/30/2022,11. Top Slab, 118. Repair spall (including honeycombing),"C1,C2",30.00,750.00,L,22500.00,1,1,1,4.00,3
D1520_01N_IDC0773,D1520-04,Major Culvert,Culvert Major,10/16/2012,01N,D1520,2.52,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),E1,4.00,630.00,No,2520.00,1,1,1,40.00,3
D1520_01N_IDC0773,D1520-04,Major Culvert,Culvert Major,10/16/2012,01N,D1520,2.52,6/30/2022,05. Waterway, 156. Gabion (mattresses and boxes),E2,5.00,3100.00,m3,15500.00,1,1,1,6.00,3
D1333_01N_B1444,1444 over Boekenhoutspruit,Bridge,Bridge,11/8/2012,01N,D1333,4.75,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,2.00,750.00,m,1500.00,2,4,4,267.00,1
D1059_01N_IDC0902,"Culvert (600), Tributary to Wilgerivier",Major Culvert,Culvert Major,10/18/2012,01N,D1059,1.10,6/30/2022,05. Waterway, 152. Backfill scour damage (mass concrete),E1,3.00,7640.00,m3,22920.00,3,4,4,17.00,3
D1059_01N_IDC0902,"Culvert (600), Tributary to Wilgerivier",Major Culvert,Culvert Major,10/18/2012,01N,D1059,1.10,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),AC,6.00,750.00,L,4500.00,2,4,1,22.00,3
D1059_01N_IDC0902,"Culvert (600), Tributary to Wilgerivier",Major Culvert,Culvert Major,10/18/2012,01N,D1059,1.10,6/30/2022,11. Top Slab, 118. Repair spall (including honeycombing),AC,6.00,750.00,L,4500.00,2,4,1,22.00,3
D1148_01N_IDC1734,PC2,Major Culvert,Culvert Major,10/24/2012,01N,D1148,6.90,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),BE,4.00,12270.00,m3,49080.00,3,4,4,8.00,3
D1148_01N_IDC1734,PC2,Major Culvert,Culvert Major,10/24/2012,01N,D1148,6.90,6/30/2022,12. Invert Slab, 953. Ad-hoc item (describe under Remarks),C2-C5,4.00,1080.00,No,0.00,0,0,0,9999999.00,1
D1148_01N_IDC1734,PC2,Major Culvert,Culvert Major,10/24/2012,01N,D1148,6.90,6/30/2022,03. Scour Protection Works, 156. Gabion (mattresses and boxes),E1,2.50,3100.00,m3,7750.00,3,4,0,0.00,3
D1148_01N_IDC1734,PC2,Major Culvert,Culvert Major,10/24/2012,01N,D1148,6.90,6/30/2022,01. Apron Slabs & Cut Off Walls, 104. Concrete (reinforced),E2,1.00,12270.00,m3,12270.00,3,4,4,33.00,3
D1148_01N_IDC1734,PC2,Major Culvert,Culvert Major,10/24/2012,01N,D1148,6.90,6/30/2022,11. Top Slab, 118. Repair spall (including honeycombing),E2,10.00,750.00,L,7500.00,3,4,1,13.00,3
D1073_01N_C5117,drainage,Major Culvert,Culvert Major,11/2/2012,01N,D1073,8.60,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,50.00,950.00,m,47500.00,1,1,0,0.00,3
D1496_01N_IDC1812,Tributary to Krokodil Rivier,Major Culvert,Culvert Major,10/24/2012,01N,D1496,1.20,6/30/2022,04. Embankment/s, 156. Gabion (mattresses and boxes),E2,2.00,3100.00,m3,6200.00,1,1,1,16.00,3
D1496_01N_IDC1812,Tributary to Krokodil Rivier,Major Culvert,Culvert Major,10/24/2012,01N,D1496,1.20,6/30/2022,10. Walls, 105. Concrete (mass),C2,0.20,12270.00,m3,2454.00,1,1,1,41.00,3
D1496_01N_IDC1800,Tributary to Krokodil Rivier,Major Culvert,Culvert Major,10/24/2012,01N,D1496,3.50,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C1,15.00,750.00,L,11250.00,3,4,1,9.00,3
D1386_01N_B2475,Boekenhoutskloof River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,25.60,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,4.00,950.00,m,3800.00,2,4,4,105.00,2
D1386_01N_B2475,Boekenhoutskloof River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,25.60,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,10.00,750.00,L,7500.00,2,4,1,13.00,3
D1386_01N_B2475,Boekenhoutskloof River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,25.60,6/30/2022,10. Kerbs / Sidewalks, 120. Seal cracks,U2,1.00,750.00,m,750.00,1,1,1,133.00,1
D1386_01N_B2475,Boekenhoutskloof River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,25.60,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,8.00,3100.00,No,24800.00,1,1,1,4.00,3
D1496_01N_IDC1803,Tributary to Krokodil Rivier,Major Culvert,Culvert Major,10/24/2012,01N,D1496,2.30,6/30/2022,04. Embankment/s, 953. Ad-hoc item (describe under Remarks),E2,20.00,1080.00,No,21600.00,4,4,4,19.00,3
D1148_01N_IDC1745,PC1,Major Culvert,Culvert Major,10/24/2012,01N,D1148,10.25,6/30/2022,02. Wing / Ret / Head Walls, 155. Earth backfill,E1,2.00,630.00,m3,1260.00,3,4,4,317.00,1
D1148_01N_IDC1745,PC1,Major Culvert,Culvert Major,10/24/2012,01N,D1148,10.25,6/30/2022,02. Wing / Ret / Head Walls, 156. Gabion (mattresses and boxes),E1,8.00,3100.00,m3,24800.00,3,4,4,16.00,3
D1215_01N_B3265,Koesterfontein Bridge 3265,Bridge,Bridge,10/10/2012,01N,D1215,8.20,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,4.00,3100.00,m,12400.00,3,4,4,32.00,3
D1215_01N_B3265,Koesterfontein Bridge 3265,Bridge,Bridge,10/10/2012,01N,D1215,8.20,6/30/2022,11. Parapet, 459. Paint steel rails,S1,20.00,750.00,m2,15000.00,1,1,4,27.00,3
D1215_01N_B3265,Koesterfontein Bridge 3265,Bridge,Bridge,10/10/2012,01N,D1215,8.20,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,12.00,3100.00,No,37200.00,1,1,1,3.00,3
D1215_01N_B3265,Koesterfontein Bridge 3265,Bridge,Bridge,10/10/2012,01N,D1215,8.20,6/30/2022,06. Abutments, 120. Seal cracks,BU,12.00,750.00,m,9000.00,2,4,4,44.00,3
D1215_01N_B3265,Koesterfontein Bridge 3265,Bridge,Bridge,10/10/2012,01N,D1215,8.20,6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),S1,2.00,3100.00,No,6200.00,2,4,4,65.00,3
D1215_01N_B3265,Koesterfontein Bridge 3265,Bridge,Bridge,10/10/2012,01N,D1215,8.20,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
D1496_01N_B3839,Driefontein Bridge 3839,Bridge,Bridge,10/2/2012,01N,D1496,1.00,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,15.00,950.00,m,14250.00,4,4,9,63.00,3
D1496_01N_B3839,Driefontein Bridge 3839,Bridge,Bridge,10/2/2012,01N,D1496,1.00,6/30/2022,03. Waterway, 207. Clear debris,S1,2.00,750.00,m3,1500.00,3,4,4,267.00,1
D1496_01N_B3839,Driefontein Bridge 3839,Bridge,Bridge,10/2/2012,01N,D1496,1.00,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S1,3.00,750.00,No,2250.00,2,4,4,178.00,1
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),U2,1.00,3830.00,No,3830.00,2,4,1,26.00,3
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,8.00,750.00,L,6000.00,1,1,1,17.00,3
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),U1,1.00,1080.00,No,1080.00,3,4,1,93.00,3
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S3,3.00,750.00,m,2250.00,1,1,1,44.00,3
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,BU,24.00,340.00,m,8160.00,1,1,1,12.00,3
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U2,3.00,630.00,No,1890.00,3,4,4,212.00,1
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,5.00,750.00,L,3750.00,1,1,1,27.00,3
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,05. Abutment Foundations, 161. Underpinning (describe under Remarks),BU,2.00,76650.00,No,153300.00,3,4,9,6.00,3
D101_01N_B2705,D101 over Crocodile River,Bridge,Bridge,10/2/2012,01N,D101,1.70,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,2.00,750.00,m,1500.00,4,4,1,67.00,3
D1240_01N_B4484,Rail over Road D1240 ,Bridge,Bridge,10/10/2012,01N,D1240,1.50,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,4.00,750.00,L,3000.00,1,1,1,33.00,3
D1240_01N_B4484,Rail over Road D1240 ,Bridge,Bridge,10/10/2012,01N,D1240,1.50,6/30/2022,11. Parapet, 120. Seal cracks,S1,6.00,750.00,m,4500.00,1,1,4,89.00,3
D1240_01N_B4484,Rail over Road D1240 ,Bridge,Bridge,10/10/2012,01N,D1240,1.50,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,10.00,750.00,m,7500.00,1,1,4,53.00,3
D1386_01N_B2397,Roodeplaat River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,14.40,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,10.00,750.00,L,7500.00,2,4,4,53.00,3
D1386_01N_B2397,Roodeplaat River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,14.40,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,20.00,750.00,L,15000.00,1,1,4,27.00,3
D1386_01N_B2397,Roodeplaat River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,14.40,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,12.00,3100.00,m,37200.00,4,4,16,43.00,3
D1386_01N_B2397,Roodeplaat River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,14.40,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,6.00,750.00,L,4500.00,2,4,16,356.00,1
D1386_01N_B2397,Roodeplaat River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,14.40,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,4.00,750.00,m,3000.00,2,4,4,133.00,1
D1386_01N_B2397,Roodeplaat River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,14.40,6/30/2022,03. Waterway, 207. Clear debris,S1,5.00,750.00,m3,3750.00,1,1,1,27.00,3
D1386_01N_B2397,Roodeplaat River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,14.40,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,12.00,3100.00,No,37200.00,1,1,1,3.00,3
D1113_01N_B4325,D1113-02,Bridge,Bridge,10/9/2012,01N,D1113,5.40,6/30/2022,06. Abutments, 120. Seal cracks,BU,2.00,750.00,m,1500.00,1,1,1,67.00,3
D1113_01N_B4325,D1113-02,Bridge,Bridge,10/9/2012,01N,D1113,5.40,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2.00,750.00,L,1500.00,1,1,1,67.00,3
D1113_01N_B4325,D1113-02,Bridge,Bridge,10/9/2012,01N,D1113,5.40,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,3.00,1080.00,No,3240.00,3,4,4,123.00,2
D1148_01N_IDC1605,pc6,Major Culvert,Culvert Major,10/25/2012,01N,D1148,21.40,6/30/2022,05. Waterway, 209. Clear siltation,AC,20.00,630.00,m3,12600.00,1,1,1,8.00,3
D1113_01N_B4324,D1113-01,Bridge,Bridge,10/9/2012,01N,D1113,2.70,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2.00,750.00,L,1500.00,1,1,1,67.00,3
D1113_01N_B4324,D1113-01,Bridge,Bridge,10/9/2012,01N,D1113,2.70,6/30/2022,01. Approach Embankment, 402. Clear bush,BU,30.00,80.00,m2,2400.00,3,4,4,167.00,1
D1113_01N_B4324,D1113-01,Bridge,Bridge,10/9/2012,01N,D1113,2.70,6/30/2022,08. Surfacing, 209. Clear siltation,AS,3.00,630.00,m3,1890.00,1,1,1,53.00,3
D1386_01N_B2398,Pienaars River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,13.40,6/30/2022,08. Surfacing, 502. Resurface or patch,S2,1.00,950.00,m2,950.00,1,1,1,105.00,2
D1386_01N_B2398,Pienaars River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,13.40,6/30/2022,11. Parapet, 454. New endblocks,U2,1.00,15350.00,No,15350.00,3,4,9,59.00,3
D1386_01N_B2398,Pienaars River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,13.40,6/30/2022,11. Parapet, 458. New/repair steel railing,S3,6.00,3100.00,m,18600.00,3,4,9,48.00,3
D1386_01N_B2398,Pienaars River Bridge,Bridge,Bridge,10/25/2012,01N,D1386,13.40,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,6.00,750.00,L,4500.00,2,4,1,22.00,3
D1313_01N_IDC2320,drainage,Major Culvert,Culvert Major,10/13/2012,01N,D1313,13.00,6/30/2022,04. Embankment/s, 404. Remove trees (girth < 500 mm),BE,2.00,750.00,No,1500.00,1,1,4,267.00,1
D1313_01N_IDC2320,drainage,Major Culvert,Culvert Major,10/13/2012,01N,D1313,13.00,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,E1,1.00,7640.00,No,7640.00,1,1,1,13.00,3
D2502_01N_IDC2350,drainage,Major Culvert,Culvert Major,10/30/2012,01N,D2502,2.40,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,2.00,7640.00,No,15280.00,1,1,1,7.00,3
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,08. Surfacing, 207. Clear debris,U1,10.00,750.00,m3,7500.00,1,1,4,53.00,3
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S6,2.00,750.00,L,1500.00,1,1,4,267.00,1
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,18. Longitudinal Members, 120. Seal cracks,AS,8.00,750.00,m,6000.00,1,1,1,17.00,3
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,15. Bearings," 253. Refurbish (corrosion protection, anchor bolts, etc)",AP,10.00,4640.00,No,46400.00,1,1,4,9.00,3
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,2.00,750.00,L,1500.00,1,1,1,67.00,3
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S6,4.00,1080.00,No,4320.00,3,4,1,23.00,3
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,24.00,3100.00,No,74400.00,1,1,1,1.00,3
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,4,37.00,3
D1986_01N_IDB1427,Road D1986 over Suikerbosrand river,Bridge,Bridge,10/1/2012,01N,D1986,1.00,6/30/2022,11. Parapet, 459. Paint steel rails,AS,20.00,750.00,m2,15000.00,1,1,1,7.00,3
D1932_01N_IDC2764,Tributary to Apies River C1,Major Culvert,Culvert Major,11/21/2012,01N,D1932,1.40,6/30/2022,10. Walls, 953. Ad-hoc item (describe under Remarks),C1,2.00,1080.00,No,0.00,0,0,0,9999999.00,1
D1932_01N_IDC2764,Tributary to Apies River C1,Major Culvert,Culvert Major,11/21/2012,01N,D1932,1.40,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,100.00,950.00,m,95000.00,1,1,0,0.00,3
D1932_01N_IDC2764,Tributary to Apies River C1,Major Culvert,Culvert Major,11/21/2012,01N,D1932,1.40,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),BE,6.00,750.00,No,4500.00,1,1,1,22.00,3
D1932_01N_IDC2764,Tributary to Apies River C1,Major Culvert,Culvert Major,11/21/2012,01N,D1932,1.40,6/30/2022,02. Wing / Ret / Head Walls," 607. Monitor (movements, rotations, etc) (5 year period)",BE,2.00,30670.00,No,0.00,0,0,1,9999999.00,1
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,10/10/2012,1,P28,1.10,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,25.00,950.00,m2,23750.00,2,4,4,17.00,3
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,10/10/2012,1,P28,1.10,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,5.00,750.00,L,3750.00,1,1,1,27.00,3
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,10/10/2012,1,P28,1.10,6/30/2022,08. Surfacing, 207. Clear debris,BU,6.00,750.00,m3,4500.00,2,4,4,89.00,3
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,10/10/2012,1,P28,1.10,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BU,6.00,750.00,L,4500.00,1,1,1,22.00,3
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,10/10/2012,1,P28,1.10,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,20.00,950.00,m2,19000.00,2,4,4,21.00,3
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,10/10/2012,1,P28,1.10,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,6.00,950.00,m,5700.00,3,4,9,158.00,1
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,10/10/2012,1,P28,1.10,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4.00,3100.00,No,12400.00,4,4,9,73.00,3
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,10/10/2012,1,P28,1.10,6/30/2022,18. Longitudinal Members, 101. Apply protective coating,AS,6.00,480.00,m2,2880.00,2,4,4,139.00,1
D1814_01N_B3042,D1814 over Rail,Bridge,Bridge,10/26/2012,01N,D1814,4.25,6/30/2022,04. Approach Embankment Protection Works, 155. Earth backfill,U2,5.00,630.00,m3,3150.00,1,1,4,127.00,2
D1814_01N_B3042,D1814 over Rail,Bridge,Bridge,10/26/2012,01N,D1814,4.25,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,10.00,750.00,L,7500.00,1,1,1,13.00,3
D1814_01N_B3042,D1814 over Rail,Bridge,Bridge,10/26/2012,01N,D1814,4.25,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,6.00,750.00,L,4500.00,1,1,1,22.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,11. Parapet, 120. Seal cracks,AS,6.00,750.00,m,4500.00,1,1,1,22.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,15. Bearings," 253. Refurbish (corrosion protection, anchor bolts, etc)",BU,6.00,4640.00,No,27840.00,1,1,1,4.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,2.00,750.00,L,0.00,0,0,1,9999999.00,1
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S3,15.00,1080.00,No,16200.00,1,1,1,6.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,08. Surfacing, 502. Resurface or patch,U2,50.00,950.00,m2,47500.00,1,1,4,8.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,06. Abutments, 120. Seal cracks,BU,4.00,750.00,m,3000.00,1,1,1,33.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,100.00,80.00,m2,8000.00,1,1,1,12.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U2,3.00,480.00,m2,1440.00,1,1,1,69.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,3.00,750.00,L,2250.00,1,1,1,44.00,3
D2761_01N_B4442,unknown,Bridge,Bridge,10/23/2012,01N,D2761,5.50,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,4.00,750.00,m,3000.00,1,1,4,133.00,1
D2014_01N_IDC2004,D2014 over spruit,Major Culvert,Culvert Major,10/3/2012,01N,D2014,1.00,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,2.00,7640.00,No,15280.00,1,1,1,7.00,3
D30_01N_IDC2806,"Culvert (700), Sandrivier",Major Culvert,Culvert Major,11/26/2012,01N,D30,11.80,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),AC,20.00,750.00,L,15000.00,3,4,1,7.00,3
D30_01N_IDC2806,"Culvert (700), Sandrivier",Major Culvert,Culvert Major,11/26/2012,01N,D30,11.80,6/30/2022,01. Apron Slabs & Cut Off Walls, 104. Concrete (reinforced),E1,2.00,12270.00,m3,24540.00,2,4,0,0.00,3
D30_01N_IDC2806,"Culvert (700), Sandrivier",Major Culvert,Culvert Major,11/26/2012,01N,D30,11.80,6/30/2022,01. Apron Slabs & Cut Off Walls, 120. Seal cracks,E1,10.00,750.00,m,7500.00,2,4,0,0.00,3
